word,rating
"helps",4.31595359173709
"uncommon",2.53496437756067
"blank",3.55986254538211
"iraqis",5.44698053125887
"explored",4.40199764490897
"concentrate",3.63759938237051
"fabrication",2.29699212232525
"vividly",4.49540078094193
"continuous",4.47918651435952
"combined",3.00902070573177
"platform",3.8623547767472
"reviews",3.27947162248199
"town",3.50623307845496
"arounf",3.5803676168061
"questioned",3.25564124794743
"per",3.93955192527588
"versus",4.29550072768886
"heavier",3.98105056482927
"weekends",2.48719130202035
"degrees",3.86021425207655
"tales",3.14969672658067
"grateful",4.95623575450198
"ambulances",5.18241051514221
"inevitably",2.23443126860014
"practical",2.97892579282983
"doorstep",4.90602807318538
"pompous",2.12418483445405
"resume",3.66407699763022
"softer",3.96464166739131
"country",3.44501416799658
"reflect",4.14061354283879
"appalled",2.19577352081833
"tone",3.07029890862415
"accusations",3.23212384699325
"befell",4.08320196545036
"afterward",2.99168340209525
"week",2.53131828979103
"jerk",1.33252083328285
"branch",2.21542151221066
"pockets",3.15707087818146
"charged",3.62632499934397
"victims",4.29427712956955
"doors",3.53311693918206
"generally",2.3672998538411
"presumably",2.42129486177063
"is",3.1999169989542
"dictator",1.63631200088042
"monster",2.93442811734571
"vets",5.12134646066194
"wasn",2.37197985101727
"shares",3.87175354810123
"20",4.89424964603082
"dismantling",2.25146887293215
"guarded",3.22279860072768
"engage",3.9617883077144
"blowing",1.93904317417516
"physically",4.20875718222356
"flash",1.61771359574542
"importance",4.74240980411641
"politician",2.92402724435032
"adopt",3.55269635876725
"vegan",3.91400591147623
"sarah",5.00199049420748
"""!""""""",2.33399398365416
"senate",4.170673636033
"tongue",4.51569343681792
"pence",4.53277928056932
"curiosity",1.60291854722056
"staple",3.80727326608767
"colloquially",4.22713932480117
"malfunctioned",3.21037485174027
"model",2.61431982424104
"stole",3.45028401912731
"originally",2.56367316289602
"hails",4.65610080824585
"sway",1.67458184361239
"psychotherapy",4.70570787863856
"operating",3.59434767141167
"surpring",2.33399398365416
"currently",2.32380924518601
"bloggers",2.60695656025423
"shortage",2.65180625439116
"yemeni",3.781045450039
"explosion",4.50252488774371
"conveyor",5.90454126664219
"internalized",4.93994054734924
"twenty",2.81008334303551
"nail",2.86827712761936
"wherever",3.87567237700155
"spit",3.99521893040401
"nightmare",2.3224532917771
"fasciitis",5.41663524180289
"39",4.51867780092577
"soemoen",2.33399398365416
"instance",2.8577719276921
"throwing",2.61018376533228
"injuries",4.96706147034665
"bites",3.68249801218849
"hamas",4.46319589186953
"defending",2.92700025091665
"rats",3.90253068255997
"vigilante",3.29529134330384
"centers",3.99510545072594
"encouraging",2.66949176120104
"favorite",3.68651684750732
"charge",2.23358434261504
"latino",3.6977167723261
"heard",3.64777191010571
"nervous",2.02345966079091
"target",5.13754918212137
"healing",6.59682135519217
"bags",4.4366456854224
"reaction",2.39438619510134
"illegally",2.73974677022306
"pulled",3.13537373414247
"magazine",2.51842837877335
"bothers",1.33134021397967
"wraps",4.11548187771174
"kill",4.24384288508086
"letters",4.54542662696442
"guantanamo",3.11296423798313
"arabia",2.94262117706218
"molest",2.23462574799003
"9",4.39169511264694
"rallying",4.77791763178341
"acted",1.97649496679583
"road",3.92528336170731
"pipes",3.30159802230811
"fan",1.74595502306821
"smokey",3.67549047277562
"penalty",3.84674302180241
"trade",1.54663190034077
"educated",3.17481720810247
"highlighting",3.7423649533233
"trainers",2.89819249549227
"somewhat",1.27789615308304
"excerpt",4.53157476634724
"pretend",1.18855956157927
"pulmonary",4.41060760867647
"turtle",4.17056704667106
"treatments",3.89840517397748
"interesting",2.3398971233006
"bed",3.15904038075572
"fahrenheit",3.95964387848348
"chemicals",3.48395073860119
"young",4.17475071704292
"counting",4.67149803459296
"guilt",5.38314584399874
"myself",1.70178937174897
"rioters",4.62383634798334
"strawberry",3.21493494698806
"pipedreams",1.52937481506278
"cliff",3.60954854086183
"influenced",3.22019583119813
"besides",1.53600992596851
"apparently",1.55114641219389
"led",3.33025237765424
"cool",2.41136575385244
"undue",3.64220547621845
"gradually",2.79924826745921
"divers",2.86421784630557
"shortness",1.49963579104804
"internet",2.47033604557585
"legislate",2.18180264889284
"strongest",3.08141851010027
"color",4.96729630611995
"skunk",2.92642313353969
"detected",3.4620569981754
"darker",2.88405591605537
"stop",2.78513813578283
"fished",3.14502953956085
"ayotte",5.14964215831369
"cope",4.10616174592636
"warrant",2.17203844643423
"overly",2.0376487250544
"talented",3.39708281961507
"overseeing",3.43468517943459
"ensue",2.90939450834215
"unattractive",1.96848670441152
"12",5.05098542165927
"modern",3.46979857756704
"ongoing",3.69033652977602
"mix",1.82826477002916
"el",3.11106023098512
"fortune",3.65847162947694
"coconuts",3.94673745803169
"montana",4.67575430553309
"internal",4.41386643562211
"unexplained",2.07400691650914
"stipulations",2.88362533808045
"nigeria",4.2159652423543
"750",4.23926069223336
"fortunately",1.96122400170789
"graduated",3.15747957689169
"sexist",2.46161984060181
"compatable",2.43808222455469
"migrant",4.69919972479822
"discriminating",4.17431840419581
"considerations",4.32329746924644
"tug",5.41608547470935
"mates",3.86291681492009
"rioting",4.26986915037124
"required",3.03696904960661
"buses",4.64542977534477
"genuinely",1.79243102957226
"promised",2.77805498489555
"dreamworld",1.25429399223357
"inaccessible",4.63899536093752
"spots",4.46543433475175
"tactics",2.92172344194265
"smuggling",2.78175325676717
"producers",3.30693399721895
"sensationalism",4.06434443459602
"artist",4.1298563513438
"zealots",2.45311289084653
"hottest",2.04950984905429
"policies",2.90582810048897
"omg",4.33999613594204
"lasted",1.884413084754
"penis",1.81484377578161
"acclaimed",4.61412295814252
"rocket",2.59573484229213
"room",2.35319145055753
"2012",4.2811692795195
"crusade",4.11091355596042
"relief",4.18439808285234
"exclusive",2.5540611792335
"deepest",4.64381713461246
"rent",3.21620370168482
"skin",4.80604926296054
"academics",3.02900101806661
"formatting",4.84163751395568
"backwards",2.0439971871741
"waged",4.65960610694287
"marshal",3.96515396485901
"positive",2.58223017697452
"kumail",2.33399398365416
"outdated",2.50526449877474
"asleep",3.43806601121109
"orange",2.94145800498639
"lemon",3.16565053383983
"medieval",2.93359294894688
"afghan",6.05021277337119
"disagreeing",2.05330921583842
"handful",2.08125172301409
"neglience",3.68611749462641
"angeles",5.12899961539046
"television",4.17008789128598
"due",4.0251935426401
"liked",2.253241827753
"motivated",3.5863452497568
"beauty",3.79242545275863
"overwhelming",4.79875236749425
"extinct",2.8525847574255
"evening",2.81991119067961
"twitching",2.1380830002018
"intentions",3.02563212347044
"shield",4.35743066932272
"bang",2.66358249425144
"super",4.22964277450931
"explicit",3.38557005480118
"myanmar",6.19124475115208
"obvious",1.830862635752
"closeted",2.14832045734902
"say",2.33897710538092
"heartbroken",5.91079898404421
"resulted",2.93559462206691
"mini",2.91194797872928
"screaming",3.91659814785921
"intake",4.12903667813717
"fraud",2.91491329976285
"19",5.02838588364144
"whereas",2.75963474886744
"upcoming",3.29154357647638
"porch",4.50946326927293
"jack",1.41540105308796
"finished",3.82670877560054
"wounded",6.26517282441619
"grifting",2.07892451472802
"closets",3.94496481642222
"pitcher",3.22169538467681
"equals",3.49530807293797
"flour",4.77276171611943
"wednesday",4.25954885858494
"available",3.6540374621304
"1000s",3.62289491126322
"many",4.02424941539953
"--",1.85756274481522
"unclear",4.15395048897121
"upon",3.08642675211197
"apart",3.25229480879683
"switched",3.29506021469376
"deceived",2.29299398105636
"customers",4.3000374508908
"environmentalism",4.2955511467062
"complain",1.76708221717205
"88",4.71238514988304
"provide",5.08428121245167
"icon",4.88262821074002
"heap",1.65244254865149
",”",2.33399398365416
"hitler",3.18287761736321
"farmer",3.86646192544916
"ballot",4.95226121136311
"celebrities",2.16450409103339
"outlines",4.28231112134935
"tragic",5.29654547741973
"shoe",2.69522443310279
"“...",2.33399398365416
"exile",4.88741845045766
"—",3.91168052337675
"blazing",4.34631533846134
"ruins",2.8765877777333
"profiling",4.14750158221308
"likelihood",3.1887044177962
"wives",2.82363297418015
"science",2.97781139060083
"toughest",3.69533552977636
"identify",5.21887943013227
"exhausted",3.62521728929365
"shorter",1.90896333500407
"predijuce",2.33399398365416
"beaches",4.9486423620234
"generic",2.84175000652529
"wordly",3.80217118324035
"tasers",4.64271012580175
"odd",1.1508007826081
"need",3.81691710724529
"constructive",2.07746344332729
"somewhere",1.56143971940317
"gunshot",5.49658864733976
"sorrow",6.29975746152872
"chanted",5.15952596582682
"ringing",4.48782125360906
"syria",4.97627161577855
"stimulated",1.6664733369041
"oak",4.50849470097954
"siteson",2.33399398365416
"samuel",4.46381764734106
"legacy",4.65936721997508
"athlete",3.77479201918135
"loot",3.49836671269396
"entrepreneurs",2.96998855862985
"face",4.00975581819916
"british",3.94853662883928
"box",2.60256097890472
"latinos",3.81248703207039
"ol",2.47803793279309
"halloweed",2.33399398365416
"policing",3.20418780315604
"unless",1.28822935500638
"soo",4.9578747946027
"raft",2.94600191481516
"peace",4.79586806255195
"divorced",3.741194028868
"freedoms",4.38064317059439
"nose",2.94852832640005
"diplomatic",2.32991678135043
"lover",4.35119031069034
"altering",2.13517176833573
"confuses",2.54088399621987
"mansour",6.03329084030487
"centrists",3.52132056354235
